category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
Burgers ,Cocktail Bars,,,Full Bar,Casual,,(718) 456-1700,FALSE,UpNorth,https://www.yelp.com/biz/upnorth-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,39,5,3/20/2018,pickup,,,no,40.7068628,-73.92292663,17 Wyckoff Ave,,,Brooklyn,11237,US,NY
Food Trucks ,Mexican,Burgers,,No,Casual,Quiet,(917) 405-5759,FALSE,Tacos El Bronco,https://www.yelp.com/biz/tacos-el-bronco-brooklyn-7?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,110,5,4/21/2014,pickup,,delivery,no,40.65237,-74.00274,37th Street at 5th Avenue,,,Brooklyn,11232,US,NY
Pizza,,,,No,Casual,Average,(718) 552-2652,FALSE,Cuts & Slices,https://www.yelp.com/biz/cuts-and-slices-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,73,5,2/2/2018,pickup,,delivery,no,40.6854737,-73.9203186,93 Howard Ave,,,Brooklyn,11233,US,NY
French ,Desserts,Creperies,,Beer & Wine Only,,,(718) 928-7472,FALSE,Madame Poupon,https://www.yelp.com/biz/madame-poupon-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,27,5,7/25/2018,pickup,,delivery,no,40.6844653,-73.9502516,387A Nostrand Ave,,,Brooklyn,11216,US,NY
French,,,,Beer & Wine Only,"Casual, Intimate, Romantic",Average,(718) 389-6859,FALSE,Le Fond,https://www.yelp.com/biz/le-fond-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,130,5,9/27/2014,pickup, restaurant_reservation,,no,40.72584152,-73.95110321,105 Norman Ave,,,Brooklyn,11222,US,NY
Sicilian ,Seafood,Burgers,,Beer & Wine Only,Casual,Average,(718) 449-9285,FALSE,Joe's of Avenue U,https://www.yelp.com/biz/joes-of-avenue-u-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,172,5, 7/20/2006,pickup,,delivery,no,40.597072,-73.97367,287 Avenue U,,,Brooklyn,11223,US,NY
American (Traditional) ,Ice Cream & Frozen Yogurt,,,Beer & Wine Only,"Casual, Touristy",Average,(347) 435-2676,FALSE,Shake Shack,https://www.yelp.com/biz/shake-shack-brooklyn-12?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,320,5,6/19/2014,pickup,,,no,40.7030151,-73.9939538,1 Old Fulton St,,,Brooklyn,11201,US,NY
American (New),,,,Full Bar,"Hipster, Casual, Trendy, Intimate, Upscale",Average,(347) 696-2505,FALSE,The Osprey,https://www.yelp.com/biz/the-osprey-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,102,5,11/13/2017,, restaurant_reservation,,no,40.70224,-73.99554,60 Furman St,,,Brooklyn,11201,US,NY
Uzbek ,Salad,Soup,,Full Bar,Casual,Average,(718) 640-7000,FALSE,Nargis Bar & Grill,https://www.yelp.com/biz/nargis-bar-and-grill-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,161,5,9/7/2017,pickup, restaurant_reservation,delivery,no,40.677857,-73.979143,155 5th Ave,,,Brooklyn,11217,US,NY
American (New) ,Bars,,,Full Bar,Hipster,Average,(718) 963-0608,FALSE,Sweetwater Restaurant,https://www.yelp.com/biz/sweetwater-restaurant-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,328,5,4/2/2005,pickup, restaurant_reservation,,no,40.7184736,-73.9600178,105 N 6th St,,,Brooklyn,11249,US,NY
Cocktail Bars ,Beer Gardens,Gastropubs,,Full Bar,"Hipster, Casual",Average,(718) 483-8048,FALSE,The Rookery,https://www.yelp.com/biz/the-rookery-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,226,4,9/27/2013,,,,no,40.7073514,-73.9221093,425 Troutman St,,,Brooklyn,11237,US,NY
Mexican,,,,Full Bar,Casual,Average,(718) 871-7627,FALSE,Tacos Matamoros,https://www.yelp.com/biz/tacos-matamoros-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,564,5,9/26/2006,pickup,,delivery,no,40.64781878,-74.00763835,4508 5th Ave,,,Brooklyn,11220,US,NY
Korean,,,,Beer & Wine Only,"Hipster, Trendy",Average,(718) 349-1383,FALSE,Little Dokebi,https://www.yelp.com/biz/little-dokebi-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,114,4,10/28/2013,pickup,,,no,40.723048,-73.942335,85 Driggs Ave,,,Brooklyn,11222,US,NY
Bakeries ,Cafes,,,,,,,FALSE,Butler,https://www.yelp.com/biz/butler-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,37,4,8/21/2018, pickup ,,delivery,no,40.70326707,-73.99224193,40 Water St,,,Brooklyn,11201,US,NY
Sports Bars ,Burgers,,,Full Bar,Casual,Average,(718) 788-1444,FALSE,Dram Shop,https://www.yelp.com/biz/dram-shop-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,544,4,1/18/2008, pickup , restaurant_reservation,delivery,no,40.668823,-73.985152,339 9th St,,,Brooklyn,11215,US,NY
Vietnamese ,Cocktail Bars,,,Full Bar,Casual,,(718) 576-3914,FALSE,Di An Di,https://www.yelp.com/biz/di-an-di-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$$,4,99,5,5/19/2018,, restaurant_reservation,,no,40.72958,-73.95825,68 Greenpoint Ave,,,Brooklyn,11222,US,NY
Desserts ,Tea Rooms,Sandwiches,,No,Casual,Average,(929) 337-7150,FALSE,Prince Tea House,https://www.yelp.com/biz/prince-tea-house-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,462,5,8/28/2015,pickup,,,no,40.63594,-74.01303,6122 7th Ave,,,Brooklyn,11220,US,NY
Comfort Food ,Salad,Burgers,,No,,,(718) 509-9374,FALSE,Salis Cafe,https://www.yelp.com/biz/salis-cafe-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,15,4,12/19/2018, pickup ,,delivery,no,40.68637,-73.9163,1543 Broadway,,,Brooklyn,11221,US,NY
Breakfast & Brunch ,American (New),Tapas/SmallPlates,,Beer & Wine Only,,,(718) 243-1222,FALSE,Emma's Torch,https://www.yelp.com/biz/emmas-torch-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,5,50,5,6/11/2017,, restaurant_reservation,,no,40.67996,-73.99478,345 Smith St,,,Brooklyn,11231,US,NY
American (New) ,Middle Eastern,,,Full Bar,Intimate,Average,(718) 403-0055,FALSE,Boutros,https://www.yelp.com/biz/boutros-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,96,5,11/11/2016, pickup , restaurant_reservation,delivery,no,40.69014813,-73.99354454,185 Atlantic Ave,,,Brooklyn,11201,US,NY
Noodles ,Chinese,,,,,,(347) 384-2770,FALSE,Meetrice,https://www.yelp.com/biz/meetrice-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,3.5,10,4,9/3/2018,,,,no,40.63663,-74.01112,717 60th St,,,Brooklyn,11220,US,NY
Pizza ,Italian,,,Beer & Wine Only,Casual,Average,(718) 218-9272,FALSE,Patrizia's - Williamsburg,https://www.yelp.com/biz/patrizias-williamsburg-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,567,4,10/14/2009, pickup , restaurant_reservation,delivery,no,40.71084,-73.96735,35 Broadway,,,Brooklyn,11249,US,NY
Italian,,,,Beer & Wine Only,Casual,,(718) 488-9300,FALSE,Panzerotti Bites,https://www.yelp.com/biz/panzerotti-bites-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,74,5,1/23/2018, pickup ,,delivery,no,40.683715,-73.99227,235 Smith St,,,Brooklyn,11231,US,NY
African ,French,,,,,,(718) 443-4584,FALSE,Paradis Des Gouts,https://www.yelp.com/biz/paradis-des-gouts-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,34,5,10/15/2017, pickup ,,delivery,no,40.69333,-73.92931,1136 Broadway,,,Brooklyn,11221,US,NY
Peruvian,,,,Full Bar,Casual,Average,(718) 241-5462,FALSE,Lima Mill Basin,https://www.yelp.com/biz/lima-mill-basin-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,156,3,7/4/2014, pickup , restaurant_reservation,delivery,no,40.61714,-73.90955,6620 Avenue U,,,Brooklyn,11234,US,NY
Diners ,American (New),Breakfast&Brunch,,Full Bar,Hipster,Average,(718) 486-3077,FALSE,Diner,https://www.yelp.com/biz/diner-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,727,5,4/17/2005, pickup ,,,no,40.71069,-73.96559,85 Broadway,,,Brooklyn,11249,US,NY
Cafes ,Breakfast & Brunch,,,Full Bar,Casual,Quiet,(347) 425-1036,FALSE,Salem's Hour,https://www.yelp.com/biz/salems-hour-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,101,4,10/17/2016, pickup ,,,no,40.660554,-73.9507766,1110 Nostrand Ave,,,Brooklyn,11225,US,NY
American (New) ,Pubs,Gastropubs,,Full Bar,Casual,Average,(718) 284-0005,FALSE,The OX Tavern,https://www.yelp.com/biz/the-ox-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,479,4,9/11/2010, pickup , restaurant_reservation,delivery,no,40.63489,-73.96497,1301 Newkirk Ave,,,Brooklyn,11230,US,NY
Pizza,,,,No,Casual,Average,(718) 399-9000,FALSE,Brooklyn's Homeslice Pizzeria,https://www.yelp.com/biz/brooklyns-homeslice-pizzeria-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,93,5,7/14/2017, pickup ,,delivery,no,40.680702,-73.967455,567 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Cuban ,Coffee & Tea,Breakfast&Brunch,,Beer & Wine Only,"Casual, Trendy",Average,(718) 623-2822,FALSE,Pilar Cuban Eatery,https://www.yelp.com/biz/pilar-cuban-eatery-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,262,4,2/8/2015, pickup , restaurant_reservation,delivery,no,40.68808,-73.9551,397 Greene Ave,,,Brooklyn,11216,US,NY
Pan Asian ,Chinese,,,No,"Casual, Intimate, Romantic",Quiet,(718) 576-3571,FALSE,Chive Blossom NYC,https://www.yelp.com/biz/chive-blossom-nyc-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,102,5,7/8/2017, pickup , restaurant_reservation,delivery,no,40.710796,-73.963901,394 Bedford Ave,,,Brooklyn,11249,US,NY
Caribbean,,,,Full Bar,Casual,Loud,(718) 230-3954,FALSE,Sugarcane,https://www.yelp.com/biz/sugarcane-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,527,4,9/2/2005,pickup, restaurant_reservation,,no,40.68028,-73.97508,238 Flatbush Ave,,,Brooklyn,11217,US,NY
Ramen ,Noodles,,,Beer & Wine Only,Casual,Quiet,,FALSE,YUJI Ramen,https://www.yelp.com/biz/yuji-ramen-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,116,3,12/3/2014,,,,no,40.712527,-73.9487788,150 Ainslie St,,,Brooklyn,11211,US,NY
Jazz & Blues ,Restaurants,,,,,,(718) 398-1766,FALSE,Sista's Place,https://www.yelp.com/biz/sistas-place-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,4,4,8/1/2010,pickup,,,no,40.68338,-73.950477,456 Nostrand Ave,,,Brooklyn,11216,US,NY
Bubble Tea ,Vietnamese,Sandwiches,,No,Casual,Average,(718) 399-3812,FALSE,Banhmigos,https://www.yelp.com/biz/banhmigos-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,257,5,11/24/2012, pickup ,,delivery,no,40.67563404,-73.97435904,178 Lincoln Pl,,,Brooklyn,11217,US,NY
Ramen ,Seafood,Bars,,Beer & Wine Only,Casual,Average,(718) 709-9888,FALSE,RYUJIN,https://www.yelp.com/biz/ryujin-brooklyn-8?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,201,1,1/29/2016, pickup , restaurant_reservation,delivery,no,40.71117819,-73.95062567,513 Grand St,,,Brooklyn,11211,US,NY
Steakhouses ,Peruvian,Seafood,,Full Bar,Casual,Average,(718) 383-0045,FALSE,Chimu Bistro,https://www.yelp.com/biz/chimu-bistro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,765,4,5/9/2005,pickup, restaurant_reservation,delivery,no,40.714903,-73.95144,482 Union Ave,,,Brooklyn,11211,US,NY
American (Traditional),,,,,,,(718) 215-7100,FALSE,Kleins,https://www.yelp.com/biz/kleins-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,3.5,29,4,9/12/2018,,,,no,40.72077,-73.95873,97 Wythe Ave,,The Hoxton,Brooklyn,11249,US,NY
French ,Breakfast & Brunch,WineBars,,Beer & Wine Only,"Casual, Intimate",Average,(718) 852-8582,FALSE,Café Paulette,https://www.yelp.com/biz/caf%C3%A9-paulette-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,163,4,10/30/2013,, restaurant_reservation,,no,40.68960941,-73.97591736,1 S Elliott Pl,,,Brooklyn,11217,US,NY
Vegetarian ,Diners,,,No,Casual,Quiet,(718) 282-2255,FALSE,Zen Vegetarian House,https://www.yelp.com/biz/zen-vegetarian-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,255,4,11/11/2008, pickup ,,delivery,no,40.65396,-73.95937,773 Flatbush Ave,,,Brooklyn,11226,US,NY
Latin American,,,,No,Casual,Average,(718) 596-6965,FALSE,Los Papi's,https://www.yelp.com/biz/los-papis-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,70,5, 7/5/2006,pickup,,delivery,no,40.7021,-73.98444,77 Bridge St,,,Brooklyn,11201,US,NY
Italian ,Bars,,,Full Bar,"Intimate, Romantic",Average,(718) 302-1100,FALSE,La Nonna Ristorante & Bar,https://www.yelp.com/biz/la-nonna-ristorante-and-bar-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,254,5,3/12/2014, pickup , restaurant_reservation,delivery,no,40.71846879,-73.96391855,184 Kent Ave,,,Brooklyn,11249,US,NY
Thai,,,,,,,(718) 287-8888,FALSE,Am Thai Bistro,https://www.yelp.com/biz/am-thai-bistro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,469,4,1/28/2012,pickup, restaurant_reservation,delivery,no,40.646825,-73.970082,1003 Church Ave,,,Brooklyn,11218,US,NY
American (New),,,,Full Bar,"Trendy, Classy",Average,(347) 294-4786,FALSE,Camperdown Elm,https://www.yelp.com/biz/camperdown-elm-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,88,5,6/22/2017,pickup, restaurant_reservation,,no,40.66312,-73.98454,441 7th Ave,,,Brooklyn,11215,US,NY
Caribbean,,,,No,Casual,Average,(718) 462-0120,FALSE,Footprints Cafe,https://www.yelp.com/biz/footprints-cafe-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,2.5,230,1,12/16/2013, pickup ,,delivery,no,40.6374629,-73.952252,1377 Flatbush Ave,,,Brooklyn,11210,US,NY
Chinese ,Noodles,Burgers,,,,,(212) 786-2068,FALSE,Xi'an Famous Foods,,$,4,200,,,,,,no,40.72433017,-73.95092994,648 Manhattan Ave,,,Brooklyn,11222,US,NY
Italian ,American (New),,,Beer & Wine Only,Intimate,Quiet,(718) 333-5099,FALSE,Little Forno,https://www.yelp.com/biz/little-forno-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,83,5,8/25/2017, pickup , restaurant_reservation,delivery,no,40.6356982,-74.0264421,276 Bay Ridge Ave,,,Brooklyn,11220,US,NY
Caribbean,,,,No,Casual,Average,(347) 295-2892,FALSE,Fishermans Cove,https://www.yelp.com/biz/fishermans-cove-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,136,4,2/24/2014, pickup ,,delivery,no,40.6330647,-73.9475255,2137 Nostrand Ave,,,Brooklyn,11210,US,NY
Japanese ,Sushi Bars,Soup,,Beer & Wine Only,"Hipster, Casual",Average,(718) 398-8100,FALSE,Silver Rice,https://www.yelp.com/biz/silver-rice-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,242,5,3/29/2014, pickup ,,delivery,no,40.67421236,-73.95688914,638 Park Pl,,,Brooklyn,11238,US,NY
Bakeries ,Trinidadian,FastFood,,Beer & Wine Only,,Average,(347) 425-0016,FALSE,A&A Bake and Double and Roti Shop,https://www.yelp.com/biz/a-and-a-bake-and-double-and-roti-shop-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,181,3,1/23/2007,pickup,,,no,40.68043,-73.94795,1337 Fulton St,,,Brooklyn,11216,US,NY
Pizza ,Italian,,,Full Bar,Trendy,Average,(347) 987-4500,FALSE,Barano,https://www.yelp.com/biz/barano-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4.5,208,5,5/1/2016, pickup ,restaurant_reservation,delivery,no,40.710372,-73.96794,26 Broadway,,,Brooklyn,11249,US,NY
Gastropubs ,Breakfast & Brunch,,,Full Bar,Casual,Average,(718) 783-4744,FALSE,Black Swan,https://www.yelp.com/biz/black-swan-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,746,5,4/24/2010, pickup ,restaurant_reservation,delivery,no,40.68909,-73.9552099,1048 Bedford Ave,,,Brooklyn,11205,US,NY
Greek ,Mediterranean,,,Full Bar,Classy,Average,(718) 623-2767,FALSE,Faros Restaurant,https://www.yelp.com/biz/faros-restaurant-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,194,1,7/1/2011,pickup,restaurant_reservation,delivery,no,40.6749,-73.97532,84 7th Ave,,,Brooklyn,11217,US,NY
Middle Eastern,,,,,,,(718) 576-3398,FALSE,Brooklyn Shawarma,https://www.yelp.com/biz/brooklyn-shawarma-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,32,3,2/23/2018, pickup ,,delivery,no,40.68272774,-73.96279838,1001 Fulton St,,,Brooklyn,11238,US,NY
Sports Bars ,Burgers,BeerBar,,,,,(347) 750-7557,FALSE,Brooklyn Tap House,https://www.yelp.com/biz/brooklyn-tap-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,304,4,1/6/2012,,,,no,40.6939587,-73.9607123,590 Myrtle Ave,,,Brooklyn,11205,US,NY
Cantonese ,Noodles,AsianFusion,,No,Casual,Average,(718) 483-9687,FALSE,Duck Wong,https://www.yelp.com/biz/duck-wong-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,157,4,4/27/2015,pickup,,delivery,no,40.6002,-73.9904,2341 86th St,,,Brooklyn,11214,US,NY
Chicken Shop ,Chicken Wings,,,Full Bar,,Average,(718) 567-6060,FALSE,Pelicana Chicken,https://www.yelp.com/biz/pelicana-chicken-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,42,4,10/25/2018,pickup,, delivery ,no,40.68597,-73.9732,1 Greene Ave,,,Brooklyn,11238,US,NY
Italian,,,,Beer & Wine Only,Casual,Average,(718) 875-5600,FALSE,Vinny's of Carroll Gardens,https://www.yelp.com/biz/vinnys-of-carroll-gardens-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,195,5,1/12/2006,pickup,,delivery,no,40.682103,-73.993438,295 Smith St,,,Brooklyn,11231,US,NY
Vegetarian ,Vegan,Indian,,No,Casual,Quiet,(718) 855-6714,FALSE,Govinda's Vegetarian,https://www.yelp.com/biz/govindas-vegetarian-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,161,5,10/17/2009,pickup,,,no,40.68771,-73.98241,305 Schermerhorn St,,,Brooklyn,11217,US,NY
Pizza,,,,Beer & Wine Only,"Hipster, Casual",Average,(718) 599-2210,FALSE,Best Pizza,https://www.yelp.com/biz/best-pizza-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,3.5,523,5,10/6/2010,pickup,,delivery,no,40.7156,-73.95352,33 Havemeyer St,,,Brooklyn,11211,US,NY
